,Unnamed: 0,p1_tag,p1_trophy,p1_card_0_id,p1_card_0_lv,p1_card_1_id,p1_card_1_lv,p1_card_2_id,p1_card_2_lv,p1_card_3_id,p1_card_3_lv,p1_card_4_id,p1_card_4_lv,p1_card_5_id,p1_card_5_lv,p1_card_6_id,p1_card_6_lv,p1_card_7_id,p1_card_7_lv,p1_crowns,p2_tag,p2_trophy,p2_card_0_id,p2_card_0_lv,p2_card_1_id,p2_card_1_lv,p2_card_2_id,p2_card_2_lv,p2_card_3_id,p2_card_3_lv,p2_card_4_id,p2_card_4_lv,p2_card_5_id,p2_card_5_lv,p2_card_6_id,p2_card_6_lv,p2_card_7_id,p2_card_7_lv,p2_crowns,winner
13628,13628,#8VYVYQCV,5836,26000002,14,26000019,14,28000008,14,27000000,14,26000001,14,26000005,14,26000021,12,28000000,12,1,#PLQLJ9PY0,5850,26000052,12,26000048,6,28000007,9,26000011,12,28000001,14,26000063,9,26000085,9,26000018,12,0,1
13629,13629,#8VYVYQCV,5807,26000002,14,26000019,14,28000008,14,27000000,14,26000001,14,26000005,14,26000021,12,28000000,12,3,#GQPUJGY,5806,26000012,9,26000014,12,28000004,9,27000001,12,28000012,9,26000011,12,26000042,6,28000000,12,0,1
13630,13630,#8VYVYQCV,5833,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,0,#8YLL8YQVG,5836,28000003,12,28000004,9,26000026,6,27000006,14,26000011,12,28000011,6,26000041,14,26000030,14,1,2
13631,13631,#8VYVYQCV,5805,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,3,#P8CP2UQVR,5793,26000061,6,28000001,14,26000032,6,28000006,9,28000015,9,26000004,9,26000062,6,26000042,6,0,1
13632,13632,#8VYVYQCV,5774,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,1,#Y88UYP8QP,5786,28000000,12,26000021,12,28000008,14,26000043,14,26000054,9,26000007,9,26000011,12,26000031,14,0,1
13633,13633,#8VYVYQCV,5743,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,1,#2299G209,5762,26000021,12,26000046,6,28000000,12,28000008,14,26000025,8,26000042,6,26000011,12,27000003,12,0,1
13634,13634,#8VYVYQCV,5712,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,1,#PQCQVJPJ,5731,28000011,6,28000006,9,26000074,4,26000043,14,28000014,12,26000055,6,26000031,14,26000042,6,0,1
13635,13635,#8VYVYQCV,5683,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,1,#PGPPCL9PY,5672,26000036,11,26000042,5,26000004,9,26000062,6,26000074,3,28000012,8,28000011,5,26000030,13,0,1
13636,13636,#8VYVYQCV,5709,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,0,#GCGYVPC2,5713,28000008,14,26000005,14,28000012,9,26000021,12,26000027,9,26000025,9,26000026,6,26000046,5,1,2
13637,13637,#8VYVYQCV,5680,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,2,#VJP9UGUV,5679,26000067,12,26000068,12,26000048,6,26000063,9,28000002,9,28000001,14,26000037,6,28000007,9,1,1
13638,13638,#8VYVYQCV,5709,26000002,14,26000019,14,28000008,14,27000000,14,26000001,14,26000005,14,26000021,12,28000000,12,0,#C0CLRQVU,5671,28000000,12,26000018,12,26000015,9,26000021,12,28000008,14,27000010,12,26000014,12,26000011,12,1,2
13639,13639,#8VYVYQCV,5735,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,0,#QU2PY0P,5737,26000011,12,26000039,12,28000005,9,26000001,14,28000010,6,26000034,9,27000003,12,28000001,14,1,2
13640,13640,#8VYVYQCV,5704,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,1,#2C9CVLJR,5717,28000008,14,28000006,9,26000027,9,26000018,12,26000017,12,26000001,14,26000043,14,26000011,12,0,1
13641,13641,#8VYVYQCV,5731,26000002,14,26000019,14,28000008,14,27000000,14,26000001,14,26000005,14,26000021,12,28000000,12,0,#RPGRLVU,5722,26000042,6,26000056,14,28000000,12,26000049,14,26000055,6,26000016,9,28000001,13,26000010,14,1,2
13642,13642,#8VYVYQCV,5758,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,0,#80JPR8P2R,5744,26000021,12,26000015,9,28000008,14,26000018,12,26000064,14,26000012,9,26000024,14,26000041,14,2,2
13643,13643,#8VYVYQCV,5729,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,1,#YLG90UCRJ,5722,26000024,14,28000012,8,28000011,6,26000011,12,26000007,9,26000031,14,26000037,5,27000006,14,0,1
13644,13644,#8VYVYQCV,5703,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,1,#Q8JLRGQ9,5667,26000011,12,26000012,9,26000017,12,26000018,12,26000021,12,26000024,14,26000007,9,28000008,14,0,1
13645,13645,#8VYVYQCV,5730,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,0,#JCQLRVGC,5725,26000020,9,26000042,6,26000021,12,26000040,12,26000030,14,26000010,14,28000011,6,28000012,9,1,2
13646,13646,#8VYVYQCV,5702,26000005,14,26000019,14,28000008,14,26000002,14,26000008,14,26000021,12,28000000,12,26000001,14,3,#PPRQC8GJ0,5681,26000007,9,26000011,12,26000006,9,28000011,6,28000001,14,26000035,6,27000003,12,26000025,9,0,1
13647,13647,#82LRV02UJ,5766,26000055,6,28000006,9,26000056,14,26000049,14,26000064,14,28000001,14,26000046,6,26000018,12,1,#8QL9PVGV2,5779,26000055,6,26000038,12,26000031,14,26000041,14,28000008,14,26000021,12,26000049,14,27000000,14,0,1
13648,13648,#82LRV02UJ,5737,26000055,6,28000006,9,26000056,14,26000049,14,26000064,14,28000001,14,26000046,6,26000018,12,1,#QVLYUYPLV,5726,26000032,6,28000012,6,28000011,6,26000010,14,26000026,6,26000049,14,26000011,12,28000006,9,0,1
13649,13649,#82LRV02UJ,5764,26000055,6,28000006,9,26000056,14,26000049,14,26000064,14,28000001,14,26000046,6,26000018,12,0,#8R29QU0CP,5742,26000017,12,26000055,6,26000059,12,26000035,6,26000052,12,26000083,6,26000037,6,28000008,14,1,2
13650,13650,#82LRV02UJ,5734,26000055,6,28000006,9,26000056,14,26000049,14,26000064,14,28000001,14,26000046,6,26000018,12,2,#2QY08YRVU,5736,28000004,9,28000011,6,27000006,14,26000030,14,26000025,9,26000074,4,26000026,6,28000003,12,1,1
13651,13651,#2JYRYPRG,5767,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,3,#922VQ808P,5767,26000021,12,26000030,14,26000011,12,28000014,12,27000006,14,26000010,13,26000064,14,28000011,5,0,1
13652,13652,#2JYRYPRG,5739,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,1,#2GPYY0PYR,5717,26000004,9,26000055,6,26000042,6,26000043,14,26000060,9,28000002,9,28000008,14,26000033,6,0,1
13653,13653,#2JYRYPRG,5711,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,3,#UJVPJGVR,5695,26000014,12,28000011,6,26000032,6,26000018,11,26000056,14,28000000,12,26000049,13,26000055,6,2,1
13654,13654,#2JYRYPRG,5735,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,1,#RJVVY2Q,5759,26000003,12,26000033,6,26000022,14,26000044,9,26000074,4,27000007,12,28000008,14,28000006,9,2,2
13655,13655,#2JYRYPRG,5702,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,2,#8L0VLYV,5737,26000018,12,26000015,9,26000014,12,26000055,6,28000009,9,26000011,12,28000001,14,26000021,12,1,1
13656,13656,#2JYRYPRG,5673,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,2,#GCUGPG2VL,5670,28000004,9,28000008,14,27000010,12,26000055,6,28000011,5,26000049,14,26000018,12,26000017,12,1,1
13657,13657,#2JYRYPRG,5699,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,2,#8RUP0CYLP,5705,26000007,9,26000020,9,26000017,12,26000025,9,26000011,12,26000048,6,28000013,9,28000001,14,3,2
13658,13658,#2JYRYPRG,5669,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,2,#22Q9VV02C,5677,26000042,5,26000064,14,28000008,13,26000018,12,28000004,9,26000055,6,26000024,14,26000001,14,1,1
13659,13659,#2JYRYPRG,5640,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,1,#PGYPPQV8J,5635,26000003,12,26000018,12,26000033,6,26000022,14,26000012,9,26000049,14,28000008,14,28000001,14,0,1
13660,13660,#2JYRYPRG,5613,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,1,#2RRL0V2R,5581,26000004,9,26000015,9,26000012,9,28000009,9,28000011,6,27000009,12,28000010,6,26000001,14,0,1
13661,13661,#2JYRYPRG,5640,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,1,#PR9JLYG9,5637,26000064,14,26000018,12,26000056,14,26000032,6,28000005,9,28000012,9,26000006,9,26000049,14,2,2
13662,13662,#2JYRYPRG,5667,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,0,#9VYURCY9,5660,26000034,8,28000015,8,26000035,6,28000005,8,28000012,7,26000006,9,26000037,5,26000063,8,3,2
13663,13663,#2JYRYPRG,5637,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,2,#82L200U2G,5641,26000007,9,26000051,6,26000034,9,28000009,9,26000041,14,26000074,2,26000057,12,26000064,14,1,1
13664,13664,#2JYRYPRG,5608,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,2,#RGCPCQP88,5603,26000044,9,26000083,6,26000021,12,28000001,14,26000012,9,26000024,14,26000016,9,26000011,12,0,1
13665,13665,#2JYRYPRG,5635,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,0,#2VPR0PUVY,5628,26000037,6,26000049,14,26000021,12,26000012,9,26000055,6,28000009,9,28000004,9,27000010,12,2,2
13666,13666,#2JYRYPRG,5606,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,3,#J9GLLQ2PU,5599,26000018,12,28000001,14,26000055,6,26000006,9,27000006,14,26000049,14,26000012,9,26000042,5,0,1
13667,13667,#2JYRYPRG,5576,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,1,#9JJCQG20C,5577,26000042,6,26000021,12,26000004,9,26000045,9,26000000,14,28000011,5,26000012,7,28000004,9,0,1
13668,13668,#2JYRYPRG,5603,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,0,#2C0CU92QY,5600,26000044,9,26000021,12,28000011,6,26000000,14,27000002,14,28000009,9,26000033,4,26000049,14,1,2
13669,13669,#2JYRYPRG,5630,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,1,#PV8LYLYG0,5620,26000026,6,28000004,9,28000011,5,26000040,12,26000041,14,26000056,12,27000003,12,26000000,14,2,2
13670,13670,#2JYRYPRG,5600,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,3,#92RJ9LJRY,5602,26000032,5,26000022,14,26000008,14,28000001,14,28000011,5,27000003,12,28000003,12,26000021,12,0,1
13671,13671,#2JYRYPRG,5570,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,2,#L02CVQRJV,5573,27000006,14,26000018,12,26000017,12,28000015,9,28000009,9,26000020,9,28000001,14,26000016,9,0,1
13672,13672,#2JYRYPRG,5597,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,1,#2LY02UU0Y,5595,26000011,12,26000017,12,26000043,14,28000001,14,28000000,12,26000042,6,26000050,6,27000009,12,2,2
13673,13673,#2JYRYPRG,5567,26000018,12,26000025,9,26000020,9,26000021,12,28000009,9,28000005,9,26000028,12,28000006,9,3,#28J28P9GR,5567,26000024,14,26000011,12,28000008,14,28000015,9,26000025,9,28000007,9,27000010,12,26000057,12,1,1
13674,13674,#PQ08LU8P9,5766,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#JJPQVUP,5770,26000021,12,26000011,12,26000064,14,27000006,14,26000010,14,26000030,14,28000014,12,28000011,6,0,1
13675,13675,#PQ08LU8P9,5736,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#9LRY9JVPG,5738,27000000,14,26000000,14,28000004,7,26000083,6,26000039,12,26000010,11,26000056,11,28000003,12,0,1
13676,13676,#PQ08LU8P9,5710,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#9RYRVPUCU,5672,27000009,11,26000007,8,26000020,9,28000004,9,26000011,12,26000057,11,26000042,5,26000040,12,0,1
13677,13677,#PQ08LU8P9,5681,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#2UPPC9CQ,5671,27000002,14,26000015,9,26000034,9,26000000,14,28000001,14,27000009,12,26000005,14,28000011,6,0,1
13678,13678,#PQ08LU8P9,5707,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#G0VYCJQ8C,5717,28000010,6,26000037,6,28000006,9,26000045,9,26000027,9,26000018,12,28000005,9,28000012,9,2,2
13679,13679,#PQ08LU8P9,5678,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#LRV2Q2UG,5675,26000009,9,26000014,12,26000041,14,26000028,12,26000012,9,26000011,12,27000007,12,28000001,14,0,1
13680,13680,#PQ08LU8P9,5651,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#P2YVPRJCJ,5622,26000065,2,26000046,6,26000043,14,26000050,6,26000012,9,26000040,12,28000011,5,27000006,14,0,1
13681,13681,#PQ08LU8P9,5678,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,0,#VR0V9Q00,5674,26000057,12,28000000,12,26000032,6,26000015,9,28000008,14,26000006,9,26000029,6,26000018,12,3,2
13682,13682,#PQ08LU8P9,5651,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#GGQYRU0L,5625,26000003,12,26000007,9,26000026,6,26000037,6,28000011,6,28000000,12,28000008,14,26000012,9,0,1
13683,13683,#PQ08LU8P9,5677,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,0,#2PLCY088V,5684,26000020,9,26000046,6,28000008,14,26000011,12,28000012,9,28000002,9,26000001,14,26000049,14,1,2
13684,13684,#PQ08LU8P9,5706,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#82PVCPC8J,5670,26000029,6,26000011,12,28000013,7,28000000,12,26000065,1,26000080,14,28000006,9,26000015,9,2,2
13685,13685,#PQ08LU8P9,5676,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#99Y8CPV2Y,5681,26000083,6,26000004,9,26000021,12,28000014,12,27000012,12,28000015,9,26000052,12,26000007,9,0,1
13686,13686,#PQ08LU8P9,5647,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#2JQGQ08LQ,5637,26000007,9,26000012,9,26000040,12,26000018,12,28000000,12,26000003,12,26000015,9,28000001,14,0,1
13687,13687,#PQ08LU8P9,5674,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,0,#2CCLJQR80,5654,26000084,14,28000004,9,26000055,6,26000048,6,28000014,11,27000000,14,26000040,12,28000017,14,1,2
13688,13688,#PQ08LU8P9,5701,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,0,#98YQUCPU,5701,26000038,12,26000021,12,26000014,12,27000000,14,26000010,14,26000030,14,28000011,6,28000000,12,1,2
13689,13689,#PQ08LU8P9,5673,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,1,#9JL822RPV,5660,26000055,6,26000040,12,26000026,6,28000004,9,26000012,9,26000016,9,26000056,14,28000011,4,0,1
13690,13690,#PQ08LU8P9,5698,26000011,11,26000021,12,26000014,12,27000004,12,26000010,14,26000030,14,28000011,6,28000014,12,0,#800VC8VC,5718,26000009,9,26000017,12,26000005,14,28000008,14,28000010,6,26000040,12,26000012,9,28000012,9,3,2
13691,13691,#PQJYG992,5770,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#R2CJU0QG,5728,28000001,14,26000011,12,26000017,12,28000008,14,26000018,12,27000003,12,28000005,9,26000021,12,0,1
13692,13692,#PQJYG992,5796,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#92P8J8PUU,5804,26000063,8,27000009,10,26000000,13,28000012,8,28000011,5,26000034,9,26000039,11,27000013,9,1,2
13693,13693,#PQJYG992,5763,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#PJCR0YRL,5803,28000003,12,26000000,14,26000041,14,27000003,12,26000026,6,26000030,14,28000011,6,28000004,9,0,1
13694,13694,#PQJYG992,5735,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#PP9G0CVGY,5713,28000007,9,26000042,6,26000011,12,26000062,6,26000055,6,26000021,12,28000006,9,26000018,12,0,1
13695,13695,#PQJYG992,5761,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#C8980RGV,5766,28000001,14,26000042,6,28000004,9,26000041,14,26000056,14,26000016,9,27000010,12,26000011,12,1,2
13696,13696,#PQJYG992,5733,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#928G9RJUC,5719,26000027,9,28000000,12,28000008,14,26000042,6,26000036,12,26000062,6,26000046,6,26000004,9,0,1
13697,13697,#PQJYG992,5759,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#2CRUUPVP2,5769,26000046,6,26000015,9,26000055,6,26000012,9,28000000,12,28000004,9,26000022,14,28000005,9,3,2
13698,13698,#PQJYG992,5728,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#880RUQYJG,5743,26000022,14,28000009,9,26000006,9,26000017,12,26000051,6,26000011,12,26000012,9,27000003,12,0,1
13699,13699,#PQJYG992,5697,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#9GPRP822,5711,26000012,9,26000022,14,26000013,14,26000032,6,27000010,12,26000007,9,26000021,12,26000020,9,0,1
13700,13700,#PQJYG992,5723,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#98Y8LRYQ,5725,26000064,14,28000008,13,26000017,12,26000004,9,28000012,7,26000034,8,26000042,6,26000032,4,3,2
13701,13701,#PQJYG992,5694,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#2LP2Q8922,5693,26000064,14,26000021,12,26000046,6,26000017,12,26000012,9,26000004,9,28000008,14,26000043,14,0,1
13702,13702,#PQJYG992,5719,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#LCQ9JYCR8,5732,28000015,9,26000049,14,26000038,12,26000058,9,26000064,14,26000055,6,26000011,12,28000002,9,1,2
13703,13703,#PQJYG992,5746,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#JUJCQ9V,5742,26000008,14,26000022,14,28000003,12,26000021,12,26000012,9,28000004,9,26000026,6,28000011,6,1,2
13704,13704,#PQJYG992,5717,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#88Q92YCCV,5715,26000063,9,28000006,9,28000012,9,26000015,9,26000035,6,26000074,4,26000009,9,28000015,9,0,1
13705,13705,#PQJYG992,5743,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#2PGQLY0U,5746,26000006,9,26000007,9,26000011,12,26000042,6,28000000,12,27000010,12,26000012,9,28000002,9,1,2
13706,13706,#PQJYG992,5714,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#9RYPR8GCQ,5713,26000004,9,26000050,6,28000007,9,26000046,6,26000084,14,28000017,14,26000051,6,26000072,4,0,1
13707,13707,#PQJYG992,5683,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#VVQCRCJG,5697,26000055,6,27000009,12,26000039,12,28000004,9,26000021,12,26000049,14,28000008,14,26000000,14,0,1
13708,13708,#PQJYG992,5656,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#8VGG80PYU,5628,26000055,6,27000003,12,26000016,9,26000021,12,26000042,6,26000040,12,26000012,9,28000008,14,0,1
13709,13709,#PQJYG992,5681,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#28Y8C9VYR,5701,28000018,14,26000027,9,28000011,6,26000084,14,27000003,10,28000003,12,26000010,14,26000032,6,1,2
13710,13710,#PQJYG992,5650,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#8UYJJJ2G2,5671,26000042,6,26000061,6,26000085,9,28000007,9,26000014,12,28000006,9,28000011,6,26000027,9,0,1
13711,13711,#PQJYG992,5618,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#822Q9GYGU,5648,28000001,14,26000006,9,26000021,12,26000007,9,26000017,12,27000003,12,26000011,12,26000055,6,0,1
13712,13712,#PQJYG992,6000,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,1,#802Q009R8,6006,26000011,12,28000008,14,26000042,6,26000049,12,28000007,8,26000064,14,26000021,12,26000018,12,0,1
13713,13713,#PQJYG992,6026,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#2GGLY80G,6064,26000040,12,26000031,14,28000011,6,26000005,14,26000065,4,26000000,14,28000009,9,26000021,12,1,2
13714,13714,#PQJYG992,6055,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#L0JU2CQC,6059,26000011,12,26000030,14,26000010,14,26000001,14,28000011,6,28000012,9,27000002,14,28000003,12,1,2
13715,13715,#PQJYG992,6084,26000018,12,26000056,14,26000023,6,28000007,9,27000006,14,28000011,6,28000012,9,26000010,14,0,#C99RUCCP,6087,26000004,9,26000062,6,26000027,9,28000009,9,26000051,6,26000042,6,26000046,6,28000015,9,1,2
13716,13716,#GLGGQJQL,5765,26000072,4,26000059,12,27000000,14,26000030,14,26000010,14,28000018,14,28000011,6,28000014,12,1,#Y8J09J8UR,5781,26000006,9,26000011,12,27000010,12,26000015,9,26000046,6,26000018,12,28000005,9,28000002,9,0,1
13717,13717,#GLGGQJQL,5739,26000072,4,26000059,12,27000000,14,26000030,14,26000010,14,28000018,14,28000011,6,28000014,12,3,#PRY0RLRJL,5702,28000007,9,28000011,5,26000049,14,26000015,9,27000012,12,26000054,9,26000009,9,28000012,9,0,1
13718,13718,#GLGGQJQL,5764,26000072,4,26000059,12,27000000,14,26000030,14,26000010,14,28000018,14,28000011,6,28000014,12,0,#V208P0LL,5777,26000005,14,26000025,9,26000021,12,28000009,9,27000003,12,28000011,6,26000017,12,26000055,6,1,2
13719,13719,#GLGGQJQL,5733,26000072,4,26000059,12,27000000,14,26000030,14,26000010,14,28000018,14,28000011,6,28000014,12,3,#QQG0RGVQC,5754,26000000,14,26000062,6,26000038,12,26000021,12,28000015,9,26000015,9,26000052,12,26000018,12,0,1
13720,13720,#GLGGQJQL,5704,26000072,4,26000059,12,27000000,14,26000030,14,26000010,14,28000018,14,28000011,6,28000014,12,2,#90VVULRCG,5696,28000008,14,26000046,6,26000027,9,27000006,14,26000045,9,26000033,6,26000055,6,26000004,9,1,1
13721,13721,#GLGGQJQL,5730,26000072,4,26000059,12,27000000,14,26000030,14,26000010,14,28000018,14,28000011,6,28000014,12,0,#QC2JGVUP,5733,26000006,9,28000000,12,26000025,9,26000029,6,26000039,12,26000080,14,27000009,12,28000008,14,1,2
13722,13722,#GLGGQJQL,5704,26000072,4,26000059,12,27000000,14,26000030,14,26000010,14,28000018,14,28000011,6,28000014,12,2,#2LPG08UQU,5668,26000009,9,28000015,9,26000013,14,26000048,6,26000015,9,28000007,9,28000012,9,27000012,12,1,1
13723,13723,#GLGGQJQL,5730,26000072,4,26000059,12,27000000,14,26000030,14,26000010,14,28000018,14,28000011,6,28000014,12,1,#22GGQ9GV,5731,28000000,12,26000018,12,27000012,12,26000025,9,28000008,14,26000060,9,26000057,12,26000006,9,2,2
13724,13724,#GLGGQJQL,5701,26000072,4,26000059,12,27000000,14,26000030,14,26000010,14,28000018,14,28000011,6,28000014,12,1,#2C82VRY8P,5695,26000017,12,26000056,14,26000055,6,26000064,14,28000001,14,26000018,12,26000012,9,26000005,14,0,1
13725,13725,#GLGGQJQL,5726,26000062,6,26000046,6,26000042,5,26000050,4,28000008,13,26000004,9,28000000,12,26000036,12,0,#8PCC2V2J,5742,26000000,14,26000040,12,26000030,14,27000003,12,26000056,14,28000004,9,26000026,6,28000011,6,1,2
13726,13726,#GLGGQJQL,5697,26000062,6,26000046,6,26000042,5,26000050,4,28000008,13,26000004,9,28000000,12,26000036,12,1,#YC9YCYU0P,5694,28000011,6,26000011,12,26000021,12,26000010,14,26000049,14,28000000,12,27000006,14,26000064,14,0,1
13727,13727,#GLGGQJQL,5721,26000062,6,26000046,6,26000042,5,26000050,4,28000008,13,26000004,9,28000000,12,26000036,12,0,#20GCY8UJQ,5751,26000024,14,26000011,12,26000027,9,28000011,5,28000001,14,26000037,5,26000012,9,26000061,5,1,2
13728,13728,#GLGGQJQL,5690,26000062,6,26000046,6,26000042,5,26000050,4,28000008,13,26000004,9,28000000,12,26000036,12,1,#2PGR8L0Q,5702,26000042,6,26000048,6,26000009,9,26000053,14,26000063,9,28000001,14,28000011,6,26000027,9,0,1
